Date,AAPL,MSFT,GOOGL,AMZN,BRK-A,TSLA,UNH,JNJ,V,NVDA,XOM,TSM,WMT,META,PG,LLY,HD,CVX,KO,PFE,ABBV,MRK,PEP,TMO,ORCL,COST,AZN,RIL,MCD,CSCO,TMUS,SHEL,DIS,DHR,TM,NVS,ABT
2024-05-10 00:00:00-04:00,183.0500030517578,414.739990234375,168.64999389648438,187.47999572753906,622000.0,168.47000122070312,512.8099975585938,149.91000366210938,280.739990234375,898.780029296875,117.95999908447266,149.25999450683594,60.47999954223633,476.20001220703125,166.85000610351562,760.0,346.42999267578125,165.82000732421875,63.2599983215332,28.010000228881836,160.75,130.05999755859375,179.7899932861328,593.030029296875,116.66999816894531,787.1900024414062,77.18000030517578,,275.0,48.060001373291016,164.1999969482422,74.08999633789062,105.79000091552734,253.3800048828125,218.77999877929688,102.0999984741211,104.73999786376953
